name,assembly_barcode,assembly_status,city,collection_date,collection_month,collection_time,DATE,comment,continent,country,county,created,download_fasta_link,email,lab_contact,lastmodified,latitude,longitude,n50,orderby,postcode,region,sample_accession,secondary_sample_accession,serotype,source_details,source_niche,source_type,strain_barcode,strain_name,sts,top_species,uberstrain,version,GENOTYPE,cgMLST,cgMLST_v2,rMLST,wgMLST,d5,d150,d400,d0,d2000,d2,d200,d2600,d50,d900,d100,d2850,d10,d20,dashboard view
SAL_AA7492AA,SAL_JA7676AA_AS,Assembled,Abuja,,,,2010,,Africa,Nigeria,Municipal Area Council,2015-11-09T10:49:29.253288+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_JA7676AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:51:11.219837+00:00,,,172152,barcode,,Federal Capital Territory,SAMEA2603127,ERS481113,Typhi,Homo sapiens; blood,Human,Human,SAL_AA7492AA,PO1712,"[{'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.397998', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4641AA_ST', 'st_id': 44638, 'timestamp': '2016-10-13 18:33:52.206778', 'version': '3.1'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA5230AA_ST', 'st_id': 38316, 'timestamp': '2016-10-13 18:49:12.153244', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA7910AA_ST', 'st_complex': '13.1', 'st_id': 7912, 'timestamp': '2018-01-08 04:44:11.735271', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA4519AA_ST', 'st_id': 39284, 'timestamp': '2016-10-13 18:38:26.501249', 'version': '3.1', 'HC': {'d0': '39284', 'd10': '3475', 'd100': '202', 'd150': '202', 'd2': '39284', 'd20': '3475', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '3475', 'd50': '3475', 'd900': '202'}}]",Salmonella enterica;90.66%,SAL_AA7492AA,1,2,38316,39284,7912,44638,3475,202,202,39284,202,39284,202,2,3475,202,202,2,3475,3475,include
SAL_AA7494AA,SAL_JA7674AA_AS,Assembled,Abuja,,,,2010,,Africa,Nigeria,Municipal Area Council,2015-11-09T10:49:29.253288+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_JA7674AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:51:11.219837+00:00,,,204672,barcode,,Federal Capital Territory,SAMEA2603123,ERS481109,Typhi,Homo sapiens; blood,Human,Human,SAL_AA7494AA,PO1317,"[{'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4637AA_ST', 'st_id': 44634, 'timestamp': '2016-10-13 18:34:08.554010', 'version': '3.1'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA5215AA_ST', 'st_id': 38302, 'timestamp': '2016-10-13 18:47:42.134799', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.397645', 'version': '3.0'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.982304', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA3760AA_ST', 'st_id': 38525, 'timestamp': '2016-10-13 18:38:25.974838', 'version': '3.1', 'HC': {'d0': '38525', 'd10': '38525', 'd100': '38491', 'd150': '37728', 'd2': '38525', 'd20': '38491', 'd200': '26117', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '38525', 'd50': '38491', 'd900': '202'}}]",Salmonella enterica;100.0%,SAL_AA7494AA,1,2,38302,38525,1416,44634,38525,37728,202,38525,202,38525,26117,2,38491,202,38491,2,38525,38491,include
SAL_AA7495AA,SAL_JA7673AA_AS,Assembled,Abuja,,,,2013,,Africa,Nigeria,,2015-11-09T10:49:29.253288+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_JA7673AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:51:11.219837+00:00,,,171973,barcode,,,SAMEA2603122,ERS481108,Typhi,Homo sapiens; blood,Human,Human,SAL_AA7495AA,G1259,"[{'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA5202AA_ST', 'st_id': 38292, 'timestamp': '2016-10-13 18:49:12.121586', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.982119', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4638AA_ST', 'st_id': 44635, 'timestamp': '2016-10-13 18:33:52.197464', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:08.147295', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA4517AA_ST', 'st_id': 39282, 'timestamp': '2016-10-13 18:37:00.936488', 'version': '3.1', 'HC': {'d0': '39282', 'd10': '39282', 'd100': '202', 'd150': '202', 'd2': '39282', 'd20': '39282', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '39282', 'd50': '202', 'd900': '202'}}]",Salmonella enterica;100.0%,SAL_AA7495AA,1,1,38292,39282,1416,44635,39282,202,202,39282,202,39282,202,2,202,202,202,2,39282,39282,include
SAL_AA7498AA,SAL_JA7670AA_AS,Assembled,Kano,,,,2013,,Africa,Nigeria,,2015-11-09T10:49:29.253288+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_JA7670AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:51:11.219837+00:00,,,173329,barcode,,Kano,SAMEA2603116,ERS481102,Typhi,Homo sapiens; blood,Human,Human,SAL_AA7498AA,C1318,"[{'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA4515AA_ST', 'st_id': 39280, 'timestamp': '2016-10-13 18:38:26.494350', 'version': '3.1', 'HC': {'d0': '39280', 'd10': '39280', 'd100': '202', 'd150': '202', 'd2': '39280', 'd20': '3475', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '39280', 'd50': '3475', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA7910AA_ST', 'st_complex': '13.1', 'st_id': 7912, 'timestamp': '2018-01-08 04:44:11.735780', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4635AA_ST', 'st_id': 44632, 'timestamp': '2016-10-13 18:34:08.550845', 'version': '3.1'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA5229AA_ST', 'st_id': 38315, 'timestamp': '2016-10-13 18:47:42.139344', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.397111', 'version': '3.0'}]",Salmonella enterica;100.0%,SAL_AA7498AA,1,2,38315,39280,7912,44632,39280,202,202,39280,202,39280,202,2,3475,202,202,2,39280,3475,include
SAL_AA7499AA,SAL_JA7669AA_AS,Assembled,Abuja,,,,2011,,Africa,Nigeria,Municipal Area Council,2015-11-09T10:49:29.253288+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_JA7669AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:51:11.219837+00:00,,,172052,barcode,,Federal Capital Territory,SAMEA2603114,ERS481100,Typhi,Homo sapiens; blood,Human,Human,SAL_AA7499AA,PO2330,"[{'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4633AA_ST', 'st_id': 44630, 'timestamp': '2016-10-13 18:34:08.544427', 'version': '3.1'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA5207AA_ST', 'st_id': 38296, 'timestamp': '2016-10-13 18:47:42.125605', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA7910AA_ST', 'st_complex': '13.1', 'st_id': 7912, 'timestamp': '2018-01-08 04:44:11.735950', 'version': '3.0'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.587382', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA4514AA_ST', 'st_id': 39279, 'timestamp': '2016-10-13 18:38:26.491036', 'version': '3.1', 'HC': {'d0': '39279', 'd10': '3475', 'd100': '202', 'd150': '202', 'd2': '38530', 'd20': '3475', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '3475', 'd50': '3475', 'd900': '202'}}]",Salmonella enterica;100.0%,SAL_AA7499AA,1,2,38296,39279,7912,44630,3475,202,202,39279,202,38530,202,2,3475,202,202,2,3475,3475,include
SAL_AA7501AA,SAL_JA7667AA_AS,Assembled,Abuja,,,,2010,,Africa,Nigeria,Municipal Area Council,2015-11-09T10:49:29.253288+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_JA7667AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:51:11.219837+00:00,,,204303,barcode,,Federal Capital Territory,SAMEA2603110,ERS481096,Typhi,Homo sapiens; blood,Human,Human,SAL_AA7501AA,PO1395,"[{'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA5205AA_ST', 'st_id': 38294, 'timestamp': '2016-10-13 18:49:12.125440', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.981938', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA4512AA_ST', 'st_id': 39277, 'timestamp': '2016-10-13 18:38:26.484416', 'version': '3.1', 'HC': {'d0': '39277', 'd10': '38509', 'd100': '202', 'd150': '202', 'd2': '38529', 'd20': '38509', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '38529', 'd50': '202', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:08.147107', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4627AA_ST', 'st_id': 44624, 'timestamp': '2016-10-13 18:34:08.531273', 'version': '3.1'}]",Salmonella enterica;100.0%,SAL_AA7501AA,1,1,38294,39277,1416,44624,38529,202,202,39277,202,38529,202,2,202,202,202,2,38509,38509,include
SAL_AA7502AA,SAL_JA7665AA_AS,Assembled,Abuja,,,,2010,,Africa,Nigeria,Municipal Area Council,2015-11-09T10:49:29.253288+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_JA7665AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:51:11.219837+00:00,,,204320,barcode,,Federal Capital Territory,SAMEA2603108,ERS481094,Typhi,Homo sapiens; blood,Human,Human,SAL_AA7502AA,PO1307,"[{'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA3760AA_ST', 'st_id': 38525, 'timestamp': '2016-10-13 18:38:25.974886', 'version': '3.1', 'HC': {'d0': '38525', 'd10': '38525', 'd100': '38491', 'd150': '37728', 'd2': '38525', 'd20': '38491', 'd200': '26117', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '38525', 'd50': '38491', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.981762', 'version': '3.0'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.288254', 'version': '3.0'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA5234AA_ST', 'st_id': 38319, 'timestamp': '2016-10-13 18:49:12.159718', 'version': '3.1'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4616AA_ST', 'st_id': 44613, 'timestamp': '2016-10-13 18:34:08.521590', 'version': '3.1'}]",Salmonella enterica;100.0%,SAL_AA7502AA,1,2,38319,38525,1416,44613,38525,37728,202,38525,202,38525,26117,2,38491,202,38491,2,38525,38491,include
SAL_AA7503AA,SAL_JA7666AA_AS,Assembled,Abuja,,,,2013,,Africa,Nigeria,,2015-11-09T10:49:29.253288+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_JA7666AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:27:13.584000+00:00,,,151247,barcode,,,SAMEA2603210,ERS481196,Typhi,Homo sapiens; blood,Human,Human,SAL_AA7503AA,G1553,"[{'scheme_name': 'cgMLST', 'st_barcode': 'SAL_AB5249AA_ST', 'st_id': 72057, 'timestamp': '2016-10-13 18:47:42.219284', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.288431', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA4511AA_ST', 'st_id': 39276, 'timestamp': '2016-10-13 18:38:26.481232', 'version': '3.2', 'HC': {'d0': '39276', 'd10': '39276', 'd100': '6624', 'd150': '202', 'd2': '39276', 'd20': '39276', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '39276', 'd50': '38782', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_CA6972AA_ST', 'st_complex': '13.1', 'st_id': 26990, 'timestamp': '2016-10-26 12:02:41.604193', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_VA1489AA_ST', 'st_id': 1691, 'timestamp': '2016-10-13 18:33:51.828125', 'version': '3.2'}]",Salmonella enterica;100.0%,SAL_AA7503AA,1,2,72057,39276,26990,1691,39276,202,202,39276,202,39276,202,2,38782,202,6624,2,39276,39276,include
SAL_AA7504AA,SAL_JA7664AA_AS,Assembled,Abuja,,,,2013,,Africa,Nigeria,,2015-11-09T10:49:29.253288+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_JA7664AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:51:11.219837+00:00,,,155065,barcode,,,SAMEA2603208,ERS481194,Typhi,Homo sapiens; blood,Human,Human,SAL_AA7504AA,G957,"[{'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4629AA_ST', 'st_id': 44626, 'timestamp': '2016-10-13 18:34:08.534540', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA7910AA_ST', 'st_complex': '13.1', 'st_id': 7912, 'timestamp': '2018-01-08 04:44:11.736121', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA4488AA_ST', 'st_id': 39253, 'timestamp': '2016-10-13 18:38:26.457298', 'version': '3.1', 'HC': {'d0': '39253', 'd10': '39253', 'd100': '202', 'd150': '202', 'd2': '39253', 'd20': '3475', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '39253', 'd50': '3475', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.396938', 'version': '3.0'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA5216AA_ST', 'st_id': 38303, 'timestamp': '2016-10-13 18:49:20.660285', 'version': '3.1'}]",Salmonella enterica;100.0%,SAL_AA7504AA,1,2,38303,39253,7912,44626,39253,202,202,39253,202,39253,202,2,3475,202,202,2,39253,3475,include
SAL_AA7505AA,SAL_CA0535AA_AS,Assembled,Abuja,,,,2013,,Africa,Nigeria,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_CA0535AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,173335,barcode,,,SAMEA2603250,ERS481236,Typhi,Homo sapiens; blood,Human,Human,SAL_AA7505AA,G1105,"[{'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA5221AA_ST', 'st_id': 38307, 'timestamp': '2016-10-13 18:46:56.429160', 'version': '3.1'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA4504AA_ST', 'st_id': 39269, 'timestamp': '2016-10-13 18:38:26.466148', 'version': '3.1', 'HC': {'d0': '39269', 'd10': '39269', 'd100': '202', 'd150': '202', 'd2': '39269', 'd20': '3475', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '39269', 'd50': '3475', 'd900': '202'}}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4628AA_ST', 'st_id': 44625, 'timestamp': '2016-10-13 18:33:52.185179', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.447717', 'version': '3.0'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA7910AA_ST', 'st_complex': '13.1', 'st_id': 7912, 'timestamp': '2018-01-08 04:44:11.748015', 'version': '3.0'}]",Salmonella enterica;100.0%,SAL_AA7505AA,1,2,38307,39269,7912,44625,39269,202,202,39269,202,39269,202,2,3475,202,202,2,39269,3475,include
SAL_AA7508AA,SAL_JA7661AA_AS,Assembled,Abuja,,,,2012,,Africa,Nigeria,Municipal Area Council,2015-11-09T10:49:29.253288+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_JA7661AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:51:11.219837+00:00,,,204304,barcode,,Federal Capital Territory,SAMEA2603245,ERS481231,Typhi,Homo sapiens; blood,Human,Human,SAL_AA7508AA,PO2760,"[{'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA4508AA_ST', 'st_id': 39273, 'timestamp': '2016-10-13 18:38:26.474874', 'version': '3.1', 'HC': {'d0': '39273', 'd10': '37113', 'd100': '3260', 'd150': '202', 'd2': '38737', 'd20': '3260', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '38729', 'd50': '3260', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.981584', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4621AA_ST', 'st_id': 44618, 'timestamp': '2016-10-13 18:34:08.524786', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.396589', 'version': '3.0'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA5218AA_ST', 'st_id': 38305, 'timestamp': '2016-10-13 18:47:05.352127', 'version': '3.1'}]",Salmonella enterica;100.0%,SAL_AA7508AA,1,2,38305,39273,1416,44618,38729,202,202,39273,202,38737,202,2,3260,202,3260,2,37113,3260,include
SAL_AA7509AA,SAL_JA7660AA_AS,Assembled,Abuja,,,,2011,,Africa,Nigeria,Municipal Area Council,2015-11-09T10:49:29.253288+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_JA7660AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:27:13.584000+00:00,,,204345,barcode,,Federal Capital Territory,SAMEA2603243,ERS481229,Typhi,Homo sapiens; blood,Human,Human,SAL_AA7509AA,PO2031,"[{'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA4507AA_ST', 'st_id': 39272, 'timestamp': '2016-10-13 18:38:26.471780', 'version': '3.1', 'HC': {'d0': '39272', 'd10': '39272', 'd100': '5526', 'd150': '5526', 'd2': '39272', 'd20': '39263', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '39272', 'd50': '5526', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA7801AA_ST', 'st_complex': '13.1', 'st_id': 7803, 'timestamp': '2017-11-28 16:29:58.392908', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4623AA_ST', 'st_id': 44620, 'timestamp': '2016-10-13 18:34:08.527988', 'version': '3.1'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA5240AA_ST', 'st_id': 38324, 'timestamp': '2016-10-13 18:49:12.169876', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.396416', 'version': '3.0'}]",Salmonella enterica;100.0%,SAL_AA7509AA,1,2,38324,39272,7803,44620,39272,5526,202,39272,202,39272,202,2,5526,202,5526,2,39272,39263,include
SAL_AA7510AA,SAL_JA7659AA_AS,Assembled,Abuja,,,,2010,,Africa,Nigeria,Municipal Area Council,2015-11-09T10:49:29.253288+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_JA7659AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:51:11.219837+00:00,,,173329,barcode,,Federal Capital Territory,SAMEA2603241,ERS481227,Typhi,Homo sapiens; blood,Human,Human,SAL_AA7510AA,PO1591,"[{'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA7910AA_ST', 'st_complex': '13.1', 'st_id': 7912, 'timestamp': '2018-01-08 04:44:11.736459', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4632AA_ST', 'st_id': 44629, 'timestamp': '2016-10-13 18:33:52.189144', 'version': '3.1'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_AB5252AA_ST', 'st_id': 72059, 'timestamp': '2016-10-13 18:49:12.321687', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.396243', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA4506AA_ST', 'st_id': 39271, 'timestamp': '2016-10-13 18:37:00.924539', 'version': '3.1', 'HC': {'d0': '39271', 'd10': '3475', 'd100': '202', 'd150': '202', 'd2': '39271', 'd20': '3475', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '3475', 'd50': '3475', 'd900': '202'}}]",Salmonella enterica;100.0%,SAL_AA7510AA,1,2,72059,39271,7912,44629,3475,202,202,39271,202,39271,202,2,3475,202,202,2,3475,3475,include
SAL_AA7511AA,SAL_JA7658AA_AS,Assembled,Abuja,,,,2010,,Africa,Nigeria,Municipal Area Council,2015-11-09T10:49:29.253288+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_JA7658AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:51:11.219837+00:00,,,155034,barcode,,Federal Capital Territory,SAMEA2603239,ERS481225,Typhi,Homo sapiens; blood,Human,Human,SAL_AA7511AA,PO1369,"[{'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA4619AA_ST', 'st_id': 44616, 'timestamp': '2016-10-13 18:32:19.633343', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.981409', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA3764AA_ST', 'st_id': 38529, 'timestamp': '2016-10-13 18:38:25.981432', 'version': '3.1', 'HC': {'d0': '38529', 'd10': '38509', 'd100': '202', 'd150': '202', 'd2': '38529', 'd20': '38509', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '38529', 'd50': '202', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:08.146922', 'version': '3.0'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA5238AA_ST', 'st_id': 38322, 'timestamp': '2016-10-13 18:49:12.166517', 'version': '3.1'}]",Salmonella enterica;100.0%,SAL_AA7511AA,1,1,38322,38529,1416,44616,38529,202,202,38529,202,38529,202,2,202,202,202,2,38509,38509,include
