NAME,MLST ST (Pasteur),MLST PROFILE (Pasteur),CGMLST,LINCODE,SUBLINEAGE,CLONAL GROUP,Inc Types,K Locus (wzi),Capsule type,O LOCUS,O type,Virulence Score,AEROBACTIN (AbST),COLIBACTIN (CbST),SALMOCHELIN (SmST),YERSINIABACTIN (YbST),RmpADC,rmpA2
ERR1204936,11,3_3_1_1_1_1_4,2506,0_0_105_0_3_0_1_0_10_0,258,340,Col(pHAD28); IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR; repB(R1701),KL105 (wzi75),unknown (KL105),O1/O2v2,O2afg,1,0,0,0,ybt 10; ICEKp4 (26),-,-
ERR1204938,11,3_3_1_1_1_1_4,2508,0_0_105_11_0_1_0_0_3_0,258,3666,IncFIB(K); IncFII(K); IncR,KL2 (wzi2),K2,O1/O2v1,O2a,0,0,0,0,0,-,-
ERR1204940,11,3_3_1_1_1_1_4,2509,0_0_105_11_0_0_0_11_0_0,258,3666,IncFIB(K); IncFII(K); IncR,KL24 (wzi24),K24,O1/O2v1,O2a,0,0,0,0,0,-,-
ERR1204941,323,2_1_1_1_9_1_93,1526,0_0_363_1_2_2_0_0_0_0,323,323,IncFIB(K); IncFIB(pNDM-Mar); IncFII(K); repB(R1701),KL21 (wzi262),K21,O3b,O3b,0,0,0,0,0,-,-
ERR1204942,340,3_3_1_1_1_1_18,1527,0_0_105_0_11_0_0_11_0_0,258,340,Col440I; Col440I; IncFIB(K); IncFII(K); IncR,KL15 (wzi50),K15,O4,O4,0,0,0,0,0,-,-
ERR1204943,11,3_3_1_1_1_1_4,1530,0_0_105_0_9_0_0_0_2_0,258,340,IncFIB(K); IncFII(K); IncFII(pKPX1)--repB(R1701); IncQ2,KL15 (wzi50),K15,O4,O4,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1204944,340,3_3_1_1_1_1_18,1527,0_0_105_0_11_0_0_11_0_0,258,340,Col440I; Col440I; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR,KL15 (wzi50),K15,O4,O4,0,0,0,0,0,-,-
ERR1204946,340,3_3_1_1_1_1_18,1532,0_0_105_0_11_0_0_1_0_0,258,340,Col440I; Col440I; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR; repB(R1701),KL15 (wzi50),K15,O4,O4,0,0,0,0,0,-,-
ERR1204947,1333,2_1_1_26_12_5_54,1533,0_0_168_2_0_0_0_0_0_0,1333,10144,IncFIB(K); IncFII(K),KL64 (wzi64),K64,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1204948,11,3_3_1_1_1_1_4,1534,0_0_105_11_0_0_0_4_0_0,258,3666,Col440I; Col440I; IncFIB(K),KL24 (wzi24),K24,O1/O2v1,O2a,0,0,0,0,0,-,-
ERR1204949,11,3_3_1_1_1_1_4,1535,0_0_105_11_0_0_0_0_2_0,258,3666,IncFIB(K); IncR,KL24 (wzi24),K24,O1/O2v1,O2a,0,0,0,0,0,-,-
ERR1204950,35,2_1_2_1_10_1_19,1536,0_0_131_1_26_0_0_0_0_0,35,35,IncC; IncFIB(K); IncFII(K),KL22 (wzi37),K22,O1/O2v1,O1,4,iuc 3 (25),0,0,ybt 10; ICEKp4 (383),-,-
ERR1204951,45,2_1_1_6_7_1_12,1538,0_0_158_8_0_0_2_1_0_0,45,45,ColRNAI; IncFII(K); repB(R1701),KL24 (wzi101),K24,O1/O2v1,O2a,1,0,0,0,ybt 10; ICEKp4 (78-1LV),-,-
ERR1204952,35,2_1_2_1_10_1_19,1539,0_0_131_1_26_0_1_0_0_0,35,35,IncC; IncFIB(K); IncFII(K),KL22 (wzi37),K22,O1/O2v1,O1,4,iuc 3 (25),0,0,ybt 10; ICEKp4 (383),-,-
ERR1204955,525,4_4_1_1_48_1_22,1540,0_0_125_0_0_0_0_3_0_0,525,525,IncC; IncFIB(K); IncFIB(pKPHS1); IncFII(K),KL45 (wzi45),K45,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1204956,323,2_1_1_1_9_1_93,1542,0_0_363_1_2_0_2_0_0_0,323,323,Col440I; IncFIB(K); IncFIB(pNDM-Mar); IncFII(K),KL21 (wzi262),K21,O3b,O3b,0,0,0,0,0,-,-
ERR1204957,11,3_3_1_1_1_1_4,1509,0_0_105_0_3_0_1_0_1_0,258,340,IncC; IncFIB(K); IncFII(K),KL2 (wzi2),K2,O1/O2v1,O2a,1,0,0,0,ybt 10; ICEKp4 (26),-,-
ERR1204958,405,2_1_62_3_10_4_110,1544,0_0_374_0_4_0_3_0_0_0,405,405,IncFIB(K)--IncFII(K),KL151 (wzi143),unknown (KL151),O4,O4,1,0,0,0,ybt 27; ICEKp22 (312),-,-
ERR1204959,17,2_1_1_1_4_4_4,1545,0_0_22_24_10_0_0_1_0_0,17,17,Col440I; IncFIB(K); IncFII(K); IncFII(pKP91); repB(R1701),KL25 (wzi141),K25,O5,O5,0,0,0,0,0,-,-
ERR1204960,11,3_3_1_1_1_1_4,1546,0_0_105_0_9_0_3_0_0_0,258,340,IncFIB(K); IncFII(K),KL15 (wzi50),K15,O4,O4,0,0,0,0,0,-,-
ERR1204962,11,3_3_1_1_1_1_4,1547,0_0_105_0_9_0_0_16_0_0,258,340,IncFIB(K); IncFII(K); IncR,KL15 (wzi50),K15,O4,O4,0,0,0,0,0,-,-
ERR1204966,340,3_3_1_1_1_1_18,1548,0_0_105_0_11_0_0_1_1_0,258,340,Col440I; Col440I; repB(R1701),KL15 (wzi50),K15,O4,O4,0,0,0,0,0,-,-
ERR1204967,661,4_3_1_36_9_10_14,1433,0_0_122_0_9_0_0_0_0_0,661,661,Col440I; IncFIB(K)(pCAV1099-114); IncFII(K); IncR,KL140 (wzi373),unknown (KL140),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1204969,2428,2_9_1_1_1_1_129,1435,0_0_191_1_0_0_0_0_0_0,2428,2428,,KL46 (wzi26),K46,O3b,O3b,0,0,0,0,0,-,-
ERR1204970,11,3_3_1_1_1_1_4,1437,0_0_105_0_9_0_0_1_0_0,258,340,Col440I; Col440I; IncFIB(K); IncFII(K); IncL; IncN; IncX1,KL15 (wzi50),K15,O4,O4,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1204971,6,2_10_1_1_14_3_20,1439,0_0_127_8_3_0_0_0_0_0,6,6,,KL7 (wzi7),K7,O1/O2v1,O1,1,0,0,0,ybt 14; ICEKp5 (376),-,-
ERR1204972,512,54_3_1_1_1_1_79,93,0_0_105_6_0_0_17_65_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1204973,512,54_3_1_1_1_1_79,93,0_0_105_6_0_0_17_65_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1204974,17,2_1_1_1_4_4_4,1442,0_0_22_20_0_0_0_0_0_0,17,10129,,KL147 (wzi349),unknown (KL147),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1204975,3634,2_1_62_3_10_4_493,1449,0_0_374_0_1_0_0_0_0_0,405,405,IncFIA(HI1); IncFIB(K)(pCAV1099-114),KL151 (wzi143),unknown (KL151),O4,O4,1,0,0,0,ybt 4; plasmid (375-1LV),-,-
ERR1204976,23,2_1_1_1_9_4_12,1451,0_0_429_0_16_0_0_0_0_0,23,23,repB_KLEB,KL1 (wzi1),K1,O1/O2v2,O1,5,iuc 1 (1),clb 2 (26-1LV),iro 1 (2),ybt 1; ICEKp10 (47-1LV),rmp 1; KpVP-1,rmpA2_5*-55%
ERR1204977,15,1_1_1_1_1_1_1,1452,0_0_0_0_2_0_0_70_0_0,15,15,ColpVC; IncFIB(K); IncFIB(pB171); IncFII(K); IncFII(Yp); IncR,KL24 (wzi24),K24,O1/O2v1,O1,1,0,0,0,ybt 10; ICEKp4 (25-1LV),-,-
ERR1204978,3650,10_1_2_1_9_27_13,1770,0_0_91_0_5_0_0_0_0_0,359,359,Col(pHAD28); IncFIB(K); IncFII(K); IncHI2--IncHI2A,KL62 (wzi149),K62,O1/O2v2,O1,0,0,0,0,0,-,-
ERR1204984,11,3_3_1_1_1_1_4,2497,0_0_105_0_3_0_1_11_0_0,258,340,IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR; repB(R1701),KL105 (wzi75),unknown (KL105),O1/O2v2,O2afg,1,0,0,0,ybt 10; ICEKp4? (22-1LV),-,-
ERR1204989,309,2_9_2_1_13_1_10,1525,0_0_109_25_5_0_0_0_0_0,37,309,Col440I; IncFIA(HI1); IncFII(K); IncFII(K); IncM1; IncR,KL15 (wzi50),K15,O4,O4,1,0,0,0,ybt 25; ICEKp2 (458),-,-
ERR1204990,323,2_1_1_1_9_1_93,1526,0_0_363_1_2_2_0_0_0_0,323,323,IncFIB(K); IncFIB(pNDM-Mar); IncFII(K); repB(R1701),KL21 (wzi262),K21,O3b,O3b,0,0,0,0,0,-,-
ERR1204991,461,3_1_13_34_63_1_64,1541,0_0_178_4_4_0_0_0_0_0,461,461,Col(pHAD28); Col440I; IncFIB(K); IncFII(K); IncL,KL62 (wzi149),K62,O1/O2v2,O1,0,0,0,0,0,-,-
ERR1204993,405,2_1_62_3_10_4_110,1543,0_0_374_0_4_0_3_1_0_0,405,405,IncFIB(K)--IncFII(K),KL151 (wzi143),unknown (KL151),O4,O4,1,0,0,0,ybt 27; ICEKp22 (312),-,-
ERR1204994,405,2_1_62_3_10_4_110,1543,0_0_374_0_4_0_3_1_0_0,405,405,IncFIB(K)--IncFII(K),KL151 (wzi143),unknown (KL151),O4,O4,1,0,0,0,ybt 27; ICEKp22 (312),-,-
ERR1204996,3635,4_1_256_2_9_1_12,1453,0_0_45_0_0_0_0_0_0_0,3635,3635,Col(pHAD28); Col(pHAD28); Col(pHAD28); IncFIB(K); IncFII(pMET); IncI1-I(Alpha),KL132 (wzi462),unknown (KL132),O1/O2v1,O2ac,0,0,0,0,0,-,-
ERR1204997,101,2_6_1_5_4_1_6,1454,0_0_84_0_8_0_0_17_0_0,101,101,Col440I; Col440I; Col440II; ColRNAI; IncFIA(pBK30683); IncL; IncR; repB(R1701),KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1204999,11,3_3_1_1_1_1_4,1612,0_0_105_0_3_0_1_16_0_0,258,340,Col(MG828); IncFIB(K); IncFII(K); IncM1; IncR,KL105 (wzi75),unknown (KL105),O1/O2v2,O2afg,1,0,0,0,ybt 10; ICEKp4 (26),-,-
ERR1205000,17,2_1_1_1_4_4_4,1614,0_0_22_24_6_0_1_0_0_0,17,17,Col440I; IncFIB(K); IncFII(K),KL25 (wzi141),K25,O5,O5,1,0,0,0,ybt 14; ICEKp5 (140-2LV),-,-
ERR1205001,11,3_3_1_1_1_1_4,1509,0_0_105_0_3_0_1_0_1_0,258,340,IncFIB(K); IncFII(K); IncR,KL105 (wzi75),unknown (KL105),O1/O2v2,O2afg,1,0,0,0,ybt 10; ICEKp4 (26),-,-
ERR1205002,23,2_1_1_1_9_4_12,1616,0_0_429_0_23_0_0_0_0_0,23,23,IncFIB(pKPHS1); IncHI1B(pNDM-MAR)--repB_KLEB,KL1 (wzi1),K1,O1/O2v2,O1,3,iuc 1 (1),0,iro 1 (2),0,rmp 1; KpVP-1,rmpA2_6*-47%
ERR1205003,395,3_1_2_4_1_1_4,1617,0_0_106_0_3_0_0_4_1_0,395,395,Col(pHAD28); IncR,KL2 (wzi2),K2,O1/O2v1,O1,1,0,0,0,ybt 16; ICEKp12 (530-3LV),-,-
ERR1205004,395,3_1_2_4_1_1_4,1618,0_0_106_0_0_1_0_0_0_0,395,395,Col(pHAD28); IncFIB(K); IncFII; IncFII(K); IncR,KL108 (wzi105),unknown (KL108),O1/O2v2,O1,0,0,0,0,0,-,-
ERR1205009,11,3_3_1_1_1_1_4,1623,0_0_105_0_3_0_1_3_0_0,258,340,IncFIB(K); IncFII(K); IncR,KL105 (wzi75),unknown (KL105),O1/O2v2,O2afg,1,0,0,0,ybt 10; ICEKp4 (26-1LV),-,-
ERR1205010,152,2_3_2_1_1_4_56,2252,0_0_220_0_0_0_3_0_0_0,152,152,ColRNAI; IncFIB(K); IncFII(K); repB(R1701),KL149 (wzi110),unknown (KL149),O4,O4,1,0,0,0,ybt 10; ICEKp4 (325),-,-
ERR1205011,147,3_4_6_1_7_4_38,2257,0_0_197_0_4_0_2_2_0_0,147,147,Col(pHAD28); Col440I; IncR,KL64 (wzi64),K64,O1/O2v1,O2a,1,0,0,0,ybt 16; ICEKp12 (280),-,-
ERR1205013,11,3_3_1_1_1_1_4,2262,0_0_105_0_3_0_1_0_16_0,258,340,IncFIA(pBK30683); IncR; repB(R1701),KL105 (wzi75),unknown (KL105),O1/O2v2,O2afg,1,0,0,0,ybt 10; ICEKp4 (26),-,-
ERR1205014,704,2_1_1_1_9_1_20,2264,0_0_42_14_0_0_0_0_0_0,3010,704,Col(pHAD28); Col440I; IncFIB(K); IncFII(K); IncHI2--IncHI2A; IncR,KL31 (wzi31),K31,O1/O2v1,O1,1,0,0,0,ybt 14; ICEKp5 (355-1LV),-,-
ERR1205015,11,3_3_1_1_1_1_4,2266,0_0_105_0_3_0_1_0_17_0,258,340,IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR; repB(R1701),KL105 (wzi75),unknown (KL105),O1/O2v2,O2afg,1,0,0,0,ybt 10; ICEKp4 (26),-,-
ERR1205018,280,2_1_2_1_10_4_46,2268,0_0_230_0_1_0_0_0_0_0,280,280,IncFII(K); repB(R1701),KL23 (wzi82),K23,unknown (O1/O2v2),unknown (O2afg),0,0,0,0,0,-,-
ERR1205019,152,2_3_2_1_1_4_56,2270,0_0_220_0_0_0_2_0_0_0,152,152,ColRNAI; IncFIA(pBK30683); IncFIB(K); IncFII(K); repB(R1701),KL149 (wzi110),unknown (KL149),O4,O4,0,0,0,0,0,-,-
ERR1205020,3665,4_1_8_1_4_2_12,2272,0_0_149_1_0_0_0_0_0_0,3022,3665,,KL7 (-),K7,O1/O2v1,O2a,0,0,0,0,0,-,-
ERR1205021,392,3_4_6_1_7_4_40,2273,0_0_197_0_25_0_0_1_0_0,147,147,Col(pHAD28); IncFIB(K); IncFII(K),KL27 (wzi187),K27,O4,O4,0,0,0,0,0,-,-
ERR1205022,152,2_3_2_1_1_4_56,2274,0_0_220_0_0_0_2_2_0_0,152,152,ColRNAI; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncM1; repB(R1701),KL149 (wzi110),unknown (KL149),O4,O4,1,0,0,0,ybt 10; ICEKp4 (325),-,-
ERR1205023,11,3_3_1_1_1_1_4,2277,0_0_105_0_3_0_1_18_0_0,258,340,IncFIB(K); IncFII(K); IncN; IncR,KL105 (wzi75),unknown (KL105),O1/O2v2,O2afg,1,0,0,0,ybt 10; ICEKp4 (truncated) (26-1LV),-,-
ERR1205024,11,3_3_1_1_1_1_4,2277,0_0_105_0_3_0_1_18_0_0,258,340,IncFIB(K); IncFII(K),KL105 (wzi75),unknown (KL105),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1205025,15,1_1_1_1_1_1_1,2282,0_0_0_0_2_0_0_55_1_0,15,15,ColpVC; IncFIB(K); IncFII(K); IncR,KL24 (wzi24),K24,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1205026,15,1_1_1_1_1_1_1,2283,0_0_0_0_2_0_0_55_0_0,15,15,ColpVC; IncFIB(K); IncFII(K); IncR,KL24 (wzi24),K24,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1205028,11,3_3_1_1_1_1_4,2285,0_0_105_11_0_0_0_5_4_0,258,3666,IncFIA(pBK30683); IncFIB(K); IncFII(K); IncM1; IncR; repB(R1701),KL24 (wzi24),K24,O1/O2v1,O2a,1,0,0,0,ybt 15; ICEKp11 (230),-,-
ERR1205029,16,2_1_2_1_4_4_4,2287,0_0_22_27_0_0_5_0_0_0,17,16,Col(pHAD28)--Col440II; Col156; ColpVC; IncFIB(K); IncFII(K),KL51 (wzi50),K51,O3b,O3b,0,0,0,0,0,-,-
ERR1205030,152,2_3_2_1_1_4_56,2286,0_0_220_0_0_0_2_1_0_0,152,152,ColRNAI; IncFIB(K); IncFII(K); repB(R1701),KL149 (wzi110),unknown (KL149),O4,O4,1,0,0,0,ybt 10; ICEKp4 (325-2LV),-,-
ERR1205031,147,3_4_6_1_7_4_38,2257,0_0_197_0_4_0_2_2_0_0,147,147,Col(BS512); Col(pHAD28); Col440I; IncR,KL64 (wzi64),K64,O1/O2v1,O2a,1,0,0,0,ybt 16; ICEKp12 (280-1LV),-,-
ERR1205033,101,2_6_1_5_4_1_6,1728,0_0_84_0_8_0_0_0_4_0,101,101,Col(pHAD28); Col440II,KL17 (wzi137),K17,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1205034,101,2_6_1_5_4_1_6,1730,0_0_84_0_8_0_15_1_0_0,101,101,Col(pHAD28); Col440II; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncL; IncR; repB(R1701),KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1205035,258,3_3_1_1_1_1_79,1732,0_0_105_6_0_0_0_5_41_0,258,258,IncFIB(K); IncFII(K); IncX3,KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1205036,45,2_1_1_6_7_1_12,1733,0_0_158_8_0_5_0_0_0_0,45,45,IncFII(pKP91); IncL; IncR,KL24 (wzi101),K24,O1/O2v1,O2a,0,0,0,0,0,-,-
ERR1205039,16,2_1_2_1_4_4_4,1736,0_0_22_27_0_0_14_0_0_0,17,16,Col(pHAD28)--Col440II; IncFIB(K); IncFII(K),KL51 (wzi50),K51,O3b,O3b,0,0,0,0,0,-,-
ERR1205040,902,3_5_1_1_150_1_43,5329,0_0_113_1_0_0_0_0_0_0,1878,1878,IncFIB(K),KL125 (wzi177),unknown (KL125),O5,O5,0,0,0,0,0,-,-
ERR1205041,661,4_3_1_36_9_10_14,1740,0_0_122_0_6_0_0_0_0_0,661,661,IncFIB(K),KL6 (wzi317),K6,O1/O2v1,O2a,0,0,0,0,0,-,-
ERR1205043,34,2_3_6_1_9_7_4,1743,0_0_13_16_0_0_0_0_0_0,34,10179,Col440I; IncFIB(K)(pCAV1099-114); IncHI1B(pNDM-MAR); IncM2; repB(R1701),KL122 (wzi162),unknown (KL122),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1205048,405,2_1_62_3_10_4_110,1744,0_0_374_0_4_0_1_12_0_0,405,405,IncFIB(K); IncFIB(pKPHS1); IncFII(K); IncL,KL151 (wzi143),unknown (KL151),O4,O4,1,0,0,0,ybt 27; ICEKp22 (312),-,-
ERR1205049,307,4_1_2_52_1_1_7,1746,0_0_369_0_0_0_0_0_9_0,307,307,Col440I; IncN,KL102 (wzi173),unknown (KL102),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1205054,218,2_3_1_1_9_4_12,*a6b4,0_0_115_2_1_0_0_?_?_?,218,10138,Col(pHAD28)--Col440II; ColRNAI; ColpVC; IncFIB(pKPHS1); IncFIB(pNDM-Mar); IncFII; IncHI1B(pNDM-MAR); IncL; repB(R1701),KL57 (wzi77),K57,O1/O2v2,O2afg,4,iuc 1 (1),0,0,ybt unknown (0),-,rmpA2_3*-47%
ERR1205055,405,2_1_62_3_10_4_110,1750,0_0_374_0_7_0_0_0_0_0,405,405,Col(pHAD28); Col440I; IncFIB(K); IncFII(pCRY); IncFII(pKP91),KL151 (wzi143),unknown (KL151),O4,O4,1,0,0,0,ybt 26; ICEKp18 (160-1LV),-,-
ERR1205056,902,3_5_1_1_150_1_43,5330,0_0_113_1_0_0_1_0_0_0,1878,1878,IncFIB(K),KL125 (wzi177),unknown (KL125),O5,O5,0,0,0,0,0,-,-
ERR1205058,405,2_1_62_3_10_4_110,1755,0_0_374_0_4_0_1_14_0_0,405,405,IncFIB(K)--IncFII(K); IncFIB(pKPHS1),KL151 (wzi143),unknown (KL151),O4,O4,1,0,0,0,ybt 27; ICEKp22 (312),-,-
ERR1205059,14,1_6_1_1_1_1_1,1757,0_0_1_1_11_0_1_0_0_0,14,14,Col(MG828); IncFIB(K),KL2 (wzi2),K2,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183-1LV),-,-
ERR1205061,307,4_1_2_52_1_1_7,1760,0_0_369_0_0_0_0_0_22_0,307,307,Col(MG828); IncFIB(K)--IncFII(K); IncM2,KL102 (wzi173),unknown (KL102),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1205063,1709,3_1_1_1_7_4_38,1761,0_0_198_0_0_0_0_0_0_0,1709,1709,IncC; IncFIB(K); IncFIB(pKPHS1); IncM2,KL122 (wzi162),unknown (KL122),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1205064,392,3_4_6_1_7_4_40,1762,0_0_197_0_25_0_0_4_0_0,147,147,IncFIB(K); IncFII(K),KL27 (wzi187),K27,O4,O4,0,0,0,0,0,-,-
ERR1205067,11,3_3_1_1_1_1_4,1763,0_0_105_0_3_0_5_0_1_0,258,340,Col(pHAD28); Col(pHAD28); IncFIB(K); IncM2; IncR,KL125 (wzi177),unknown (KL125),O3b,O3b,0,0,0,0,0,-,-
ERR1205070,14,1_6_1_1_1_1_1,1757,0_0_1_1_11_0_1_0_0_0,14,14,Col(MG828); IncFIB(K),KL2 (wzi2),K2,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183-1LV),-,-
ERR1205073,307,4_1_2_52_1_1_7,1765,0_0_369_0_0_0_0_12_0_0,307,307,IncFIB(K); IncFII(K); IncL,KL102 (wzi173),unknown (KL102),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1205076,37,2_9_2_1_13_1_16,1769,0_0_109_32_2_0_0_0_0_0,37,10010,Col(pHAD28); Col(pHAD28); IncFIB(pKPHS1),KL15 (wzi50),K15,O4,O4,0,0,0,0,0,-,-
ERR1216949,14,1_6_1_1_1_1_1,1549,0_0_1_1_13_2_0_0_0_0,14,14,IncFIB(K); IncFII(K); repB(R1701),KL2 (wzi2),K2,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1216950,628,2_60_11_1_4_8_24,1550,0_0_54_2_1_0_0_0_0_0,628,628,IncFIB(K),KL123 (wzi426),unknown (KL123),O3b,O3b,0,0,0,0,0,-,-
ERR1216951,14,1_6_1_1_1_1_1,1551,0_0_1_0_1_0_0_0_0_0,14,10156,Col440I; Col440I; IncFIB(K); IncFII(K); IncL; repB(R1701),KL16 (wzi16),K16,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1216954,14,1_6_1_1_1_1_1,1552,0_0_1_1_23_0_0_0_1_0,14,14,Col(pHAD28); Col440I; IncFIA(pBK30683); IncFIB(K); IncFII(K),KL2 (wzi2),K2,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (174-1LV),-,-
ERR1216955,867,2_1_99_6_1_1_129,1553,0_0_199_0_0_0_0_0_0_0,867,867,,KL3 (wzi59),K3,O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1216956,101,2_6_1_5_4_1_6,1554,0_0_84_0_8_0_15_0_0_0,101,101,Col(pHAD28); Col440I; Col440II; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncL; IncR; repB(R1701),KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1216957,3640,2_3_1_1_4_4_23,1555,0_0_22_6_0_0_0_0_0_0,17,3640,Col440I; ColpVC; IncFIA(HI1),KL64 (-),K64,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1216958,307,4_1_2_52_1_1_7,1556,0_0_369_0_0_0_0_30_0_0,307,307,IncFIB(K); IncL,KL102 (wzi173),unknown (KL102),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1216959,17,2_1_1_1_4_4_4,1557,0_0_22_24_0_0_0_0_0_0,17,17,ColRNAI; IncFIB(K); IncM1,KL25 (wzi141),K25,O5,O5,1,0,0,0,ybt 15; ICEKp11 (230),-,-
ERR1216961,299,2_10_1_1_56_24_31,1558,0_0_127_2_0_0_0_0_0_0,6,10246,Col440I; IncFIB(K); IncFII(K),KL7 (wzi7),K7,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1216962,258,3_3_1_1_1_1_79,1559,0_0_105_6_0_0_0_5_31_0,258,258,ColRNAI; IncFIB(K); IncFII(K); IncX3,KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1216963,15,1_1_1_1_1_1_1,8873,0_0_0_0_2_0_0_66_0_0,15,15,Col(pHAD28); IncFIA(pBK30683); IncFIB(K); IncL; IncR; repB(R1701),KL112 (wzi93),unknown (KL112),O1/O2v1,O1,0,0,0,0,0,-,-
ERR1216965,11,3_3_1_1_1_1_4,1561,0_0_105_0_9_0_5_0_0_0,258,340,Col440I; Col440I; IncFIB(pQil); IncFII; IncFII(K); IncR,KL15 (wzi50),K15,O4,O4,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1216966,15,1_1_1_1_1_1_1,1562,0_0_0_0_2_0_0_31_4_0,15,15,IncFIB(K); IncFII(K),KL24 (wzi24),K24,O1/O2v1,O1,1,0,0,0,ybt 10; ICEKp4 (28),-,-
ERR1216967,6,2_10_1_1_14_3_20,1563,0_0_127_8_1_0_0_0_0_0,6,6,,KL7 (wzi7),K7,O1/O2v1,O1,1,0,0,0,ybt 14; ICEKp5 (truncated) (376-1LV),-,-
ERR1216968,392,3_4_6_1_7_4_40,1564,0_0_197_0_25_0_0_7_0_0,147,147,Col(pHAD28); IncFIB(K); IncFII(K); IncL,KL27 (wzi187),K27,O4,O4,1,0,0,0,ybt 13; ICEKp2 (299-1LV),-,-
ERR1216969,14,1_6_1_1_1_1_1,1565,0_0_1_1_23_0_0_0_0_0,14,14,Col(pHAD28); IncFIA(pBK30683); IncFIB(K); IncFII(K),KL2 (wzi2),K2,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (174-1LV),-,-
ERR1216970,147,3_4_6_1_7_4_38,1566,0_0_197_0_4_10_2_0_0_0,147,147,Col(pHAD28); IncFIB(pKPHS1); IncFIB(pNDM-Mar); IncFIB(pQil); IncFII(K); IncHI1B(pNDM-MAR),KL64 (wzi64),K64,O1/O2v1,O2a,0,0,0,0,0,-,-
ERR1216972,111,2_1_5_1_17_4_42,1567,0_0_221_1_2_0_1_0_0_0,111,111,Col440II; ColRNAI; IncFIA(pBK30683); IncFIB(pKPHS1); IncFIB(pNDM-Mar); IncHI1B(pNDM-MAR),KL63 (wzi63),K63,O1/O2v2,O1,0,0,0,0,0,-,-
ERR1216973,6,2_10_1_1_14_3_20,1568,0_0_127_8_2_0_0_0_0_0,6,6,IncFII(K); IncR,KL7 (wzi7),K7,O1/O2v1,O1,1,0,0,0,ybt 14; ICEKp5 (145-1LV),-,-
ERR1216974,258,3_3_1_1_1_1_79,1569,0_0_105_6_0_0_89_0_0_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncN; IncX3,KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,1,0,0,0,ybt 13; ICEKp2 (299),-,-
ERR1216975,20,2_3_1_1_4_4_4,1570,0_0_22_2_3_0_0_0_0_0,17,20,Col(pHAD28); IncFIB(K)(pCAV1099-114); IncFII(K); IncR,KL28 (wzi84),K28,O1/O2v2,O1,1,0,0,0,ybt 14; ICEKp5 (135-1LV),-,-
